"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","age_group"
42,"self-employed","divorced","tertiary","no",5331,"no","yes","cellular",31,"jul",135,3,-1,0,"unknown","no","35-44"
53,"technician","single",NA,"no",5331,"no","no","cellular",21,"nov",302,1,-1,0,"unknown","no","45-54"
41,"technician","single","secondary","no",5329,"no","no","cellular",14,"jul",397,2,-1,0,"unknown","yes","35-44"
48,"management","married","tertiary","no",5326,"no","no","cellular",17,"nov",116,2,-1,0,"unknown","no","45-54"
48,"management","married","tertiary","no",5320,"yes","no","unknown",20,"jun",792,1,-1,0,"unknown","yes","45-54"
34,"admin.","married","secondary","no",5320,"no","no","cellular",3,"mar",114,6,467,5,"other","no","25-34"
43,"self-employed","married","secondary","no",5317,"no","no","cellular",31,"jul",244,2,-1,0,"unknown","no","35-44"
36,"services","single","secondary","no",5315,"yes","no","cellular",3,"feb",43,4,-1,0,"unknown","no","35-44"
45,"entrepreneur","married","primary","no",5315,"yes","yes","cellular",15,"may",262,2,-1,0,"unknown","no","35-44"
59,"management","married","tertiary","no",5314,"no","no","cellular",20,"nov",116,2,-1,0,"unknown","no","55-64"
59,"blue-collar","married","secondary","no",5314,"yes","no","cellular",5,"may",200,3,-1,0,"unknown","no","55-64"
57,"retired","married","secondary","no",5313,"no","no","cellular",3,"jun",200,1,-1,0,"unknown","yes","55-64"
57,"retired","married","secondary","no",5313,"no","no","cellular",16,"dec",283,2,196,1,"success","yes","55-64"
50,"self-employed","married","secondary","no",5312,"no","no","cellular",23,"jul",106,3,-1,0,"unknown","no","45-54"
35,"blue-collar","married","secondary","no",5310,"yes","no","unknown",29,"may",97,1,-1,0,"unknown","no","25-34"
56,"admin.","married","secondary","no",5310,"no","no","unknown",19,"jun",74,1,-1,0,"unknown","no","55-64"
41,"management","married","primary","no",5310,"yes","no","cellular",17,"nov",984,1,-1,0,"unknown","yes","35-44"
42,"management","married","primary","no",5310,"yes","no","cellular",22,"may",545,2,186,1,"success","yes","35-44"
42,"management","married","primary","no",5310,"yes","no","cellular",20,"aug",273,1,90,3,"success","yes","35-44"
42,"management","married","primary","no",5310,"yes","no","cellular",25,"nov",968,2,97,4,"success","yes","35-44"
47,"blue-collar","married","secondary","no",5306,"yes","no","unknown",15,"may",322,1,-1,0,"unknown","no","45-54"
32,"management","divorced","tertiary","no",5306,"yes","no","unknown",20,"may",201,1,-1,0,"unknown","no","25-34"
48,"blue-collar","married","secondary","no",5306,"yes","no","cellular",18,"may",66,2,368,1,"failure","no","45-54"
57,"retired","single","secondary","no",5305,"no","no","unknown",12,"jun",192,1,-1,0,"unknown","no","55-64"
34,"blue-collar","married","secondary","no",5304,"yes","no","unknown",21,"may",51,2,-1,0,"unknown","no","25-34"
35,"blue-collar","married","secondary","no",5304,"yes","no","cellular",20,"nov",340,1,183,2,"failure","no","25-34"
52,"technician","married","secondary","no",5303,"yes","no","unknown",19,"oct",133,1,-1,0,"unknown","yes","45-54"
53,"technician","married","secondary","no",5303,"yes","no","telephone",17,"apr",320,3,180,1,"success","yes","45-54"
35,"technician","single","tertiary","no",5301,"no","no","cellular",21,"nov",937,2,-1,0,"unknown","yes","25-34"
34,"blue-collar","married","primary","no",5299,"yes","no","unknown",26,"jun",75,5,-1,0,"unknown","no","25-34"
50,"housemaid","married","primary","no",5296,"no","no","cellular",19,"nov",64,7,-1,0,"unknown","no","45-54"
26,"student","single","secondary","no",5296,"no","no","telephone",12,"aug",127,1,-1,0,"unknown","no","25-34"
26,"student","single","secondary","no",5296,"no","no","cellular",5,"mar",229,1,205,1,"failure","yes","25-34"
38,"services","married","secondary","no",5293,"yes","no","cellular",21,"nov",1199,3,155,3,"other","no","35-44"
38,"services","married","secondary","no",5293,"yes","no","cellular",11,"may",475,1,171,6,"failure","yes","35-44"
41,"blue-collar","divorced","secondary","no",5291,"yes","no","unknown",14,"may",1423,3,-1,0,"unknown","yes","35-44"
27,"student","single","tertiary","no",5291,"no","no","cellular",12,"aug",345,2,-1,0,"unknown","no","25-34"
27,"student","single","tertiary","no",5291,"no","no","cellular",12,"nov",192,2,92,2,"failure","yes","25-34"
27,"student","single","tertiary","no",5291,"no","no","cellular",11,"feb",293,1,91,4,"success","yes","25-34"
33,"management","married","tertiary","no",5289,"yes","no","cellular",6,"may",487,2,-1,0,"unknown","no","25-34"
30,"management","single","tertiary","no",5288,"yes","no","unknown",28,"may",288,3,-1,0,"unknown","no","25-34"
45,"housemaid","single","secondary","no",5287,"no","no","unknown",6,"jun",252,2,-1,0,"unknown","no","35-44"
37,"technician","married","secondary","no",5287,"yes","yes","cellular",11,"aug",209,2,-1,0,"unknown","no","35-44"
37,"technician","married","secondary","no",5287,"yes","yes","cellular",19,"nov",599,4,100,2,"failure","no","35-44"
29,"management","married","secondary","no",5284,"yes","no","unknown",26,"may",321,1,-1,0,"unknown","no","25-34"
34,"management","single","tertiary","no",5284,"yes","no","cellular",29,"jul",198,5,-1,0,"unknown","no","25-34"
44,"management","married","tertiary","no",5282,"yes","no","unknown",30,"may",274,1,-1,0,"unknown","no","35-44"
56,"management","married","tertiary","no",5282,"no","no","cellular",17,"nov",113,1,-1,0,"unknown","no","55-64"
58,"blue-collar","married","primary","no",5279,"yes","no","unknown",17,"jun",93,6,-1,0,"unknown","no","55-64"
58,"housemaid","married","primary","no",5278,"yes","no","unknown",4,"jun",763,4,-1,0,"unknown","no","55-64"
32,"management","single","tertiary","no",5276,"no","no","cellular",21,"nov",299,1,-1,0,"unknown","no","25-34"
33,"management","single","tertiary","no",5276,"no","no","cellular",4,"nov",572,1,-1,0,"unknown","no","25-34"
52,"blue-collar","married","secondary","no",5275,"no","yes","cellular",22,"jul",1029,3,-1,0,"unknown","no","45-54"
67,"housemaid","divorced","secondary","no",5275,"no","no","cellular",13,"aug",222,4,-1,0,"unknown","yes","65+"
35,"blue-collar","married","tertiary","no",5271,"yes","no","cellular",14,"apr",119,2,-1,0,"unknown","no","25-34"
35,"admin.","married","secondary","no",5270,"no","no","unknown",16,"jun",110,8,-1,0,"unknown","no","25-34"
57,"blue-collar","married","secondary","no",5270,"yes","no","telephone",17,"nov",101,1,-1,0,"unknown","no","55-64"
38,"admin.","married","secondary","no",5270,"no","no","cellular",8,"oct",163,1,91,12,"other","no","35-44"
32,"services","divorced","secondary","no",5267,"yes","no","unknown",6,"jun",178,2,-1,0,"unknown","no","25-34"
32,"services","divorced","secondary","no",5267,"yes","no","cellular",21,"nov",183,1,168,2,"failure","no","25-34"
60,"retired","married","secondary","no",5267,"no","no","cellular",4,"sep",520,1,-1,0,"unknown","yes","55-64"
61,"retired","married","tertiary","no",5267,"no","no","cellular",11,"feb",226,3,-1,0,"unknown","yes","55-64"
61,"retired","married","tertiary","no",5267,"no","no","cellular",18,"aug",212,7,188,3,"success","no","55-64"
34,"technician","married","secondary","no",5266,"no","no","cellular",8,"aug",140,4,-1,0,"unknown","no","25-34"
38,"services","single","tertiary","no",5265,"no","no","cellular",4,"jun",352,1,-1,0,"unknown","no","35-44"
27,"management","married","tertiary","no",5262,"no","yes","cellular",8,"jul",201,9,-1,0,"unknown","no","25-34"
53,"management","married","tertiary","no",5261,"no","yes","cellular",25,"jul",1209,3,-1,0,"unknown","no","45-54"
46,"management","married","tertiary","no",5261,"no","no","cellular",2,"feb",215,1,-1,0,"unknown","no","45-54"
35,"management","single","secondary","no",5260,"yes","no","unknown",20,"may",211,2,-1,0,"unknown","no","25-34"
50,"housemaid","married","tertiary","no",5260,"yes","no","cellular",24,"jul",51,2,-1,0,"unknown","no","45-54"
35,"management","single","secondary","no",5260,"yes","no","cellular",18,"nov",59,1,182,2,"failure","no","25-34"
51,"entrepreneur","married","tertiary","no",5254,"yes","no","unknown",23,"oct",134,1,-1,0,"unknown","yes","45-54"
57,"retired","divorced","tertiary","no",5253,"no","no","unknown",18,"jun",235,3,-1,0,"unknown","no","55-64"
54,"management","divorced","tertiary","no",5253,"yes","yes","cellular",7,"jul",17,19,-1,0,"unknown","no","45-54"
58,"retired","divorced","tertiary","no",5253,"no","no","cellular",9,"apr",162,4,295,3,"failure","no","55-64"
55,"management","divorced","tertiary","no",5253,"yes","yes","cellular",20,"apr",378,1,287,19,"failure","no","45-54"
32,"blue-collar","single","secondary","no",5252,"yes","no","unknown",21,"may",1162,2,-1,0,"unknown","no","25-34"
32,"blue-collar","single","secondary","no",5252,"yes","no","cellular",20,"nov",232,2,183,2,"failure","no","25-34"
35,"technician","single","tertiary","no",5251,"yes","no","unknown",17,"jun",176,15,-1,0,"unknown","no","25-34"
65,"management","married","secondary","no",5251,"no","no","telephone",14,"apr",226,5,-1,0,"unknown","no","55-64"
35,"admin.","married","secondary","no",5250,"yes","no","cellular",20,"nov",363,1,-1,0,"unknown","no","25-34"
35,"admin.","married","secondary","no",5250,"yes","no","cellular",15,"apr",343,2,146,1,"failure","no","25-34"
54,"management","married","secondary","yes",5249,"yes","no","cellular",17,"nov",108,1,-1,0,"unknown","no","45-54"
31,"admin.","single","secondary","no",5248,"no","yes","cellular",23,"jul",368,1,-1,0,"unknown","no","25-34"
40,"services","married","secondary","no",5248,"yes","yes","cellular",20,"nov",194,4,188,8,"other","no","35-44"
45,"admin.","married","secondary","no",5244,"yes","no","unknown",29,"may",18,16,-1,0,"unknown","no","35-44"
51,"self-employed","divorced","tertiary","no",5244,"no","no","unknown",17,"jun",266,2,-1,0,"unknown","no","45-54"
38,"management","single","tertiary","no",5244,"no","no","cellular",8,"aug",310,4,-1,0,"unknown","no","35-44"
49,"technician","married","secondary","no",5244,"no","no","cellular",25,"aug",60,4,-1,0,"unknown","no","45-54"
48,"blue-collar","married","secondary","no",5241,"yes","no","unknown",29,"may",158,1,-1,0,"unknown","no","45-54"
37,"technician","married","tertiary","no",5239,"no","no","cellular",7,"aug",67,2,-1,0,"unknown","no","35-44"
31,"management","married","tertiary","no",5238,"yes","yes","cellular",19,"nov",156,2,-1,0,"unknown","no","25-34"
86,"retired","married","primary","no",5236,"no","no","telephone",1,"apr",558,2,-1,0,"unknown","yes","65+"
33,"technician","single","secondary","no",5235,"no","no","cellular",7,"aug",67,3,-1,0,"unknown","no","25-34"
33,"technician","single","tertiary","no",5234,"no","no","unknown",2,"jun",213,3,-1,0,"unknown","no","25-34"
43,"housemaid","married","secondary","no",5233,"no","no","unknown",18,"jun",108,2,-1,0,"unknown","no","35-44"
26,"admin.","married","secondary","no",5231,"no","yes","cellular",17,"jul",222,2,-1,0,"unknown","no","25-34"
49,"management","divorced","tertiary","no",5223,"no","no","cellular",4,"aug",86,1,-1,0,"unknown","no","45-54"
30,"self-employed","single","secondary","no",5223,"no","no","cellular",14,"oct",404,2,-1,0,"unknown","no","25-34"
39,"blue-collar","married","secondary","no",5222,"yes","no","unknown",28,"may",102,1,-1,0,"unknown","no","35-44"
39,"blue-collar","married","secondary","no",5222,"yes","no","cellular",21,"nov",239,2,177,1,"failure","no","35-44"
30,"admin.","married","secondary","no",5220,"yes","no","cellular",21,"nov",108,1,-1,0,"unknown","no","25-34"
81,"retired","married","primary","no",5220,"no","no","telephone",13,"nov",135,1,94,2,"other","yes","65+"
59,"retired","married","secondary","no",5219,"no","no","cellular",11,"aug",239,3,-1,0,"unknown","no","55-64"
41,"admin.","single","secondary","no",5219,"yes","no","cellular",17,"apr",46,4,-1,0,"unknown","no","35-44"
28,"self-employed","single","tertiary","no",5215,"no","no","cellular",2,"jun",673,1,-1,0,"unknown","no","25-34"
27,"self-employed","single","tertiary","no",5214,"yes","no","unknown",28,"may",94,1,-1,0,"unknown","no","25-34"
33,"technician","single","secondary","no",5214,"yes","no","cellular",7,"may",293,2,-1,0,"unknown","no","25-34"
54,"blue-collar","married","secondary","no",5210,"yes","yes","unknown",30,"may",123,4,-1,0,"unknown","no","45-54"
60,"retired","married","secondary","no",5207,"no","no","cellular",4,"aug",160,1,-1,0,"unknown","no","55-64"
61,"retired","married","secondary","no",5207,"no","no","cellular",11,"sep",336,1,81,2,"other","no","55-64"
51,"blue-collar","married","primary","no",5206,"yes","no","cellular",20,"nov",168,3,-1,0,"unknown","no","45-54"
37,"management","married","tertiary","no",5205,"yes","no","unknown",23,"may",493,2,-1,0,"unknown","no","35-44"
32,"technician","single","secondary","no",5205,"no","no","cellular",20,"nov",352,1,-1,0,"unknown","no","25-34"
31,"management","single","tertiary","no",5205,"no","no","cellular",9,"jun",529,2,-1,0,"unknown","yes","25-34"
32,"technician","single","tertiary","no",5204,"no","no","cellular",8,"aug",31,2,-1,0,"unknown","no","25-34"
30,"management","married","tertiary","no",5204,"yes","no","cellular",19,"nov",117,1,-1,0,"unknown","no","25-34"
39,"blue-collar","married","secondary","no",5201,"no","no","unknown",9,"jun",317,1,-1,0,"unknown","no","35-44"
61,"retired","married","secondary","no",5196,"no","no","telephone",16,"mar",244,2,95,4,"other","no","55-64"
36,"management","divorced","tertiary","no",5195,"yes","no","unknown",2,"jun",55,25,-1,0,"unknown","no","35-44"
34,"management","married","tertiary","no",5195,"no","no","cellular",21,"nov",25,3,-1,0,"unknown","no","25-34"
52,"management","married","secondary","no",5193,"no","no","cellular",23,"apr",477,2,-1,0,"unknown","no","45-54"
31,"entrepreneur","married","tertiary","no",5191,"no","no","cellular",20,"nov",187,2,-1,0,"unknown","no","25-34"
58,"blue-collar","married","primary","no",5188,"yes","no","cellular",25,"aug",606,6,-1,0,"unknown","yes","55-64"
53,"management","divorced","tertiary","no",5187,"no","yes","cellular",17,"nov",560,2,-1,0,"unknown","no","45-54"
44,"admin.","married","secondary","no",5181,"yes","yes","cellular",31,"jul",18,7,-1,0,"unknown","no","35-44"
38,"unemployed","married","secondary","no",5177,"no","no","cellular",8,"aug",102,2,-1,0,"unknown","no","35-44"
48,"technician","married",NA,"no",5176,"no","no","cellular",29,"jul",162,2,-1,0,"unknown","no","45-54"
48,"retired","married","primary","no",5173,"yes","no","unknown",18,"jun",88,8,-1,0,"unknown","no","45-54"
48,"blue-collar","married","primary","no",5172,"yes","no","unknown",27,"may",144,7,-1,0,"unknown","no","45-54"
43,"management","married",NA,"no",5172,"yes","no","unknown",29,"may",57,3,-1,0,"unknown","no","35-44"
36,"management","single","tertiary","no",5171,"yes","no","cellular",21,"nov",174,1,-1,0,"unknown","no","35-44"
46,"admin.","married","secondary","no",5169,"no","no","cellular",22,"jul",72,14,-1,0,"unknown","no","45-54"
26,"student","single","tertiary","no",5169,"yes","no","cellular",20,"apr",639,2,-1,0,"unknown","no","25-34"
26,"student","single","tertiary","no",5169,"yes","no","cellular",25,"may",397,1,35,2,"failure","yes","25-34"
27,"student","single","tertiary","no",5169,"yes","no","cellular",3,"sep",431,1,466,3,"success","yes","25-34"
32,"management","single","tertiary","no",5167,"no","no","cellular",26,"aug",10,18,-1,0,"unknown","no","25-34"
50,"management","divorced","tertiary","no",5164,"yes","no","unknown",2,"jun",146,4,-1,0,"unknown","no","45-54"
46,"blue-collar","married","primary","no",5164,"yes","no","unknown",5,"jun",267,11,-1,0,"unknown","no","45-54"
50,"unemployed","married","secondary","no",5164,"no","no","unknown",12,"jun",117,5,-1,0,"unknown","no","45-54"
32,"blue-collar","married","secondary","no",5164,"no","no","cellular",21,"nov",253,1,-1,0,"unknown","no","25-34"
33,"blue-collar","married","secondary","no",5164,"no","no","cellular",13,"aug",238,2,265,1,"failure","no","25-34"
45,"unemployed","divorced","secondary","no",5163,"no","no","unknown",20,"jun",9,2,-1,0,"unknown","no","35-44"
44,"technician","married","secondary","no",5163,"no","no","cellular",11,"aug",48,2,-1,0,"unknown","no","35-44"
61,"management","married","tertiary","no",5157,"no","no","cellular",13,"mar",432,1,-1,0,"unknown","no","55-64"
31,"entrepreneur","married","tertiary","no",5156,"yes","no","cellular",28,"jul",147,3,-1,0,"unknown","no","25-34"
44,"entrepreneur","married","tertiary","no",5156,"yes","no","cellular",4,"feb",54,1,-1,0,"unknown","no","35-44"
48,"blue-collar","married","primary","no",5154,"yes","no","unknown",14,"may",70,1,-1,0,"unknown","no","45-54"
40,"technician","married","tertiary","no",5152,"yes","yes","cellular",18,"jul",121,2,-1,0,"unknown","no","35-44"
